"W","A","event","time"
0,2,2,3.05682658489443
1,1,0,6
0,1,2,3.80842412044493
1,0,1,2.91401509041717
0,2,2,4.71384189373038
1,1,0,6
0,2,0,6
0,2,0,6
0,1,1,4.22604190192431
0,2,2,1.12927975450302
0,1,0,6
1,1,0,6
0,1,1,1.53079673416148
0,2,0,6
1,1,0,6
0,1,0,6
1,0,1,2.92918469845823
1,1,0,6
1,0,0,6
1,0,1,1.15473615096182
1,1,0,6
1,1,0,6
1,0,1,3.18452171115011
1,1,1,4.76093183439763
1,0,1,2.65576013651687
0,1,0,6
0,2,1,4.98470272446619
1,1,1,0.81623803859249
0,1,0,6
0,1,0,6
0,2,0,6
0,1,1,1.27840402089614
0,1,2,2.79869592105651
1,0,0,6
0,2,2,4.87833373512369
0,1,1,3.10708162376923
0,1,0,6
1,1,1,0.682223413524915
0,1,1,4.4560392001046
0,1,0,6
0,1,0,6
1,0,1,1.18036580020649
0,2,0,6
0,1,0,6
1,0,0,6
1,1,0,6
1,0,1,1.5609455322129
1,1,0,6
1,0,1,1.09983359050491
1,0,1,3.89897097135496
1,1,0,6
1,0,1,5.65965198323202
1,0,0,6
0,1,0,6
0,2,0,6
0,1,0,6
1,1,0,6
0,2,0,6
1,0,1,1.38022975327307
1,0,0,6
1,0,0,6
0,1,1,3.4315737881141
0,2,1,3.75652349079537
1,0,0,6
0,1,0,6
1,0,0,6
1,0,2,1.90840728525377
0,1,2,2.32934309720794
1,1,2,1.01188384055458
1,1,2,0.390993704401625
0,1,0,6
0,2,0,6
1,1,1,0.749321964934532
1,1,1,2.98739296352292
1,1,2,1.22360496923943
1,1,0,6
0,1,0,6
0,2,0,6
1,1,0,6
0,1,2,4.32250125548375
1,0,1,3.69094627055233
1,1,0,6
0,1,0,6
0,2,0,6
0,1,1,4.25164024280021
1,1,1,1.62857857729965
0,1,0,6
1,0,1,3.84648158204547
1,1,0,6
0,1,0,6
0,1,0,6
1,0,0,6
0,1,2,3.50135568334725
0,2,0,6
0,2,2,3.21922267493548
1,1,0,6
1,0,2,2.02905855440973
1,1,0,6
1,1,2,3.6761435424578
0,1,2,3.8585070726291
1,1,2,5.46920968859482
0,1,2,3.04959991764165
1,1,1,5.66868218357695
0,1,0,6
1,0,0,6
1,0,0,6
0,1,0,6
0,1,0,6
0,1,1,4.84944078439168
0,1,0,6
1,0,0,6
1,0,0,6
1,1,2,4.53038106640018
1,1,2,3.70204289933785
1,1,2,4.61403944316598
0,1,2,1.29715654519519
0,1,0,6
1,1,1,1.6997858670054
0,2,0,6
0,1,2,1.08827445428789
0,1,0,6
1,0,1,1.02629023759263
0,1,1,5.78679470556564
1,1,1,4.05866101690831
0,2,0,6
0,2,0,6
0,1,0,6
0,2,0,6
1,1,0,6
0,2,0,6
1,1,2,4.07603859332525
1,0,1,2.20145263386526
0,1,0,6
1,1,1,5.48090729556881
1,1,2,5.94953889301673
1,1,0,6
1,0,0,6
1,0,0,6
1,0,2,3.73636205862048
0,1,0,6
1,1,1,1.6650285599602
0,1,0,6
1,0,0,6
0,1,0,6
1,0,2,0.465188826490146
1,1,1,1.47955469204648
1,1,0,6
1,1,2,3.31179718878084
0,1,0,6
1,0,0,6
0,2,0,6
1,0,1,2.33207648372046
1,0,1,5.85917539496362
1,0,1,0.164363381760832
0,1,1,1.45649506614968
1,0,1,4.07924911157671
0,2,0,6
1,1,1,0.235016138241316
0,1,0,6
1,0,2,3.58451274768403
0,2,2,2.58957899274079
0,1,0,6
0,2,0,6
0,1,0,6
0,1,1,5.81552582115152
1,0,2,2.71770809935717
0,2,0,6
0,2,0,6
1,0,0,6
0,2,2,0.133396061810811
1,0,1,3.30501281956139
0,1,0,6
0,1,0,6
0,2,0,6
0,2,1,5.61225798201773
1,1,0,6
1,1,1,5.37015646162832
0,2,2,3.47299539990491
1,1,2,4.58167384809436
0,1,2,3.39799841992145
0,2,2,3.66206205737495
1,0,0,6
1,1,0,6
0,2,2,5.3506792339357
0,2,0,6
1,1,0,6
0,2,1,1.63518842999747
1,0,0,6
1,0,0,6
1,0,0,6
0,2,0,6
0,1,1,0.081893578691149
0,2,1,3.62787884994867
0,2,1,2.78610814820192
0,1,0,6
0,2,0,6
1,1,1,5.74714599069047
0,2,2,5.35314385527594
1,1,0,6
0,1,0,6
1,1,2,5.7762149379427
1,1,2,0.546981306022583
0,2,2,1.5704392104767
1,0,0,6
1,0,0,6
0,2,0,6
1,0,0,6
0,2,0,6
0,2,2,1.26037940805225
0,1,0,6
0,2,0,6
0,2,0,6
0,1,2,4.21164946545944
0,2,0,6
1,0,1,0.204772279087912
1,1,2,2.31920765895213
0,2,0,6
1,1,2,5.55751918804272
0,2,0,6
1,0,2,0.313605919790496
0,1,1,2.78330609510937
1,1,0,6
0,1,0,6
0,1,0,6
0,2,0,6
0,2,1,1.31504231500978
1,1,1,3.32751473461985
0,2,2,4.96420464700504
1,1,0,6
1,0,0,6
0,2,0,6
0,2,0,6
0,1,0,6
1,1,1,5.50607634873625
1,1,2,4.74157862751096
1,0,2,1.05948963012454
1,0,0,6
0,1,0,6
1,1,0,6
1,1,0,6
0,2,1,2.9812212014404
1,1,0,6
0,1,2,2.2412397910348
0,1,0,6
1,0,0,6
0,1,2,0.307294405990805
0,1,0,6
0,2,1,1.14739423384536
0,1,1,2.42762229539943
0,1,2,1.24338960341455
1,0,0,6
0,1,0,6
1,0,1,2.1743926683004
1,1,1,5.72518577623839
1,1,0,6
1,0,2,4.99569267689503
1,0,1,4.36031312428558
0,1,2,3.6931031006496
1,1,1,0.0018400308061914
1,0,0,6
1,0,0,6
0,1,0,6
1,0,0,6
0,2,1,4.45437979615723
1,0,0,6
0,2,2,0.940991648673055
0,1,0,6
1,0,0,6
1,1,0,6
0,1,0,6
1,1,0,6
1,1,0,6
0,2,2,0.820913913314269
0,2,2,5.4644275799976
0,1,0,6
1,1,0,6
1,0,0,6
0,2,0,6
1,1,0,6
0,2,0,6
1,0,0,6
0,2,1,4.18421863246054
1,1,0,6
0,2,0,6
0,2,0,6
0,1,1,5.85918816893118
0,1,1,5.27258792738875
1,0,0,6
0,2,2,5.24170759681447
1,0,0,6
1,0,0,6
1,0,2,0.464653516804802
1,1,2,1.94701344979293
0,2,0,6
1,1,0,6
1,1,0,6
0,1,0,6
1,0,1,1.84018801579565
1,1,2,4.0286737629132
0,1,0,6
1,0,0,6
1,1,0,6
1,1,0,6
0,1,0,6
0,1,2,3.43019987910516
0,2,0,6
1,0,0,6
1,0,0,6
0,2,0,6
1,0,0,6
1,0,0,6
1,1,0,6
1,0,0,6
1,0,0,6
1,0,1,4.78394705127356
0,2,2,3.89545714759613
1,1,0,6
0,2,0,6
0,2,0,6
1,0,0,6
1,0,0,6
0,1,1,5.49383982304637
0,1,0,6
1,1,0,6
0,1,0,6
0,1,2,5.33516661813846
0,1,0,6
0,1,2,4.40602799690191
0,2,0,6
0,2,0,6
0,2,1,3.76003488057305
1,0,1,2.88022635255227
0,2,1,0.459189529942453
0,2,0,6
1,1,0,6
1,1,0,6
1,1,2,5.3942781419109
1,1,0,6
0,1,0,6
1,1,1,3.97943586756986
1,1,0,6
0,1,0,6
0,2,1,4.33909551655217
1,1,0,6
1,0,1,5.91898748654662
1,0,0,6
0,1,0,6
0,1,0,6
0,1,0,6
1,1,2,4.00505811861855
0,2,1,2.47866331245836
0,2,2,2.35096310919492
1,1,1,1.85368166448356
1,1,1,3.90924294628828
1,1,1,0.173959771176849
1,0,0,6
0,2,0,6
0,2,0,6
1,0,1,0.59742692554945
1,1,1,1.71442027455194
1,1,0,6
1,1,0,6
0,1,1,5.74721717999084
0,2,0,6
1,1,0,6
0,2,0,6
1,0,0,6
0,1,2,1.39026641871107
1,0,0,6
1,0,1,1.19891933373024
0,2,0,6
1,1,0,6
0,2,2,1.97466557797168
1,0,0,6
0,2,2,3.53202716104883
1,1,1,2.56788901538624
0,1,0,6
0,2,0,6
1,0,1,0.747924552967916
1,1,0,6
1,0,1,1.31932886799235
0,1,2,2.54278141475347
1,0,0,6
0,1,0,6
1,0,0,6
0,2,2,0.995100125089333
1,0,1,5.43705083345713
1,0,0,6
0,2,0,6
1,1,2,5.0144881567634
0,1,0,6
1,1,0,6
1,1,1,5.65021801572937
1,0,0,6
0,1,0,6
0,2,0,6
0,2,1,1.00031976992816
0,1,1,0.910453536076923
1,0,0,6
0,2,2,2.94125254951895
0,2,0,6
0,1,1,5.69076007904188
1,0,0,6
1,1,0,6
0,1,0,6
1,1,0,6
0,1,0,6
1,0,1,3.28905239351819
0,1,0,6
1,1,0,6
1,0,0,6
0,1,0,6
1,1,0,6
0,1,1,1.53262501988523
1,0,2,5.88813109209955
0,1,2,2.34232429193551
1,1,2,0.141314731945196
1,0,0,6
0,1,0,6
0,1,1,1.45115075448728
1,0,1,4.83025611700574
0,2,0,6
1,0,0,6
0,1,0,6
0,1,1,5.85363139060502
1,0,1,0.608436690932162
0,2,0,6
0,1,0,6
0,2,0,6
1,0,1,4.2889686618087
1,1,0,6
0,1,1,2.70202636253097
1,1,0,6
1,1,1,2.42613931759936
0,2,2,2.40213662719356
0,2,0,6
1,0,2,4.11031247529517
0,2,0,6
1,0,0,6
1,1,0,6
0,1,2,0.0823296814553767
0,2,2,3.17291860452123
1,1,1,4.59199573922812
1,1,0,6
0,2,0,6
0,2,1,5.1646377028411
0,2,0,6
0,2,0,6
0,2,0,6
0,1,0,6
1,1,0,6
1,0,0,6
0,1,0,6
0,2,0,6
1,0,1,4.49123361275396
1,0,2,4.36139512328525
0,1,2,2.00263838038622
1,1,2,5.31107938428604
1,1,0,6
0,1,0,6
0,2,0,6
0,1,0,6
0,1,1,2.89726170265139
0,1,0,6
0,2,0,6
1,0,0,6
1,0,0,6
1,0,2,2.60675718387394
0,1,0,6
0,2,0,6
1,1,0,6
0,2,0,6
0,1,0,6
1,1,2,5.82610099392698
0,2,1,1.54530747458765
1,1,0,6
0,2,0,6
1,1,0,6
1,1,0,6
1,1,2,4.96333870125484
0,1,0,6
0,2,0,6
1,1,0,6
1,1,0,6
0,2,1,2.06307200142929
1,1,0,6
1,0,1,5.73186695999524
0,1,0,6
0,1,0,6
0,1,1,4.13282248233627
1,1,2,4.01998438641853
1,1,2,0.809202238315999
0,1,1,1.06677945014529
1,0,1,3.35032377506502
1,0,0,6
0,2,0,6
1,0,2,5.68512832268911
1,0,1,4.72988218569024
1,0,2,3.3741605223261
0,2,0,6
0,1,1,1.7965044321771
0,1,0,6
1,1,0,6
0,2,2,2.76941465219807
0,2,0,6
0,2,2,5.99110914461718
1,1,0,6
1,0,0,6
1,0,0,6
0,2,2,4.00003479920023
1,0,1,3.36846218869958
1,0,1,3.22684585804306
1,0,0,6
1,0,0,6
1,0,0,6
0,2,1,0.363952188349507
1,0,1,0.0244994375836008
0,1,2,4.16227786315328
1,0,0,6
0,1,0,6
1,0,0,6
0,1,0,6
0,1,0,6
1,1,1,4.40537575052807
1,1,1,4.23553353646137
1,1,0,6
0,1,0,6
0,1,0,6
1,0,1,2.39205225330549
0,2,2,4.71218092923008
1,1,0,6
1,1,2,1.32747158434049
1,1,0,6
0,1,0,6
0,2,2,4.01012523497458
0,2,1,4.0535315552799
0,2,0,6
0,1,0,6
1,0,0,6
1,0,0,6
0,2,0,6
0,1,0,6
1,1,0,6
0,1,1,1.73311477539987
1,1,0,6
1,0,0,6
0,1,0,6
0,1,1,5.34616760738861
1,0,1,2.25326276502272
1,1,2,2.28638974202183
1,0,0,6
0,2,0,6
0,1,0,6
0,1,1,3.76716305220904
0,2,2,0.208193866878714
0,2,2,3.26036782054587
1,0,1,1.79872404451847
1,0,0,6
0,1,0,6
1,0,0,6
0,2,2,5.05296340331554
0,2,0,6
0,1,0,6
0,2,0,6
1,0,0,6
0,1,0,6
0,2,0,6
1,1,1,5.89853241319901
1,0,0,6
0,2,0,6
0,1,0,6
1,0,0,6
0,1,2,1.03585386581494
0,1,2,0.309871177616517
1,1,0,6
1,1,1,3.0067873507761
1,0,0,6
1,1,0,6
1,1,0,6
0,1,0,6
0,2,0,6
1,0,2,4.50322758386873
0,1,0,6
0,2,2,5.66456878984558
0,1,0,6
0,1,1,0.104651127861767
0,1,2,0.766497786693443
1,0,1,3.55503546730511
0,1,0,6
1,1,0,6
1,0,1,0.774311242152703
0,2,0,6
0,2,1,1.27988774747028
1,1,2,0.417872909606633
0,2,0,6
0,2,2,1.6409048230207
0,1,2,3.08712358919024
1,0,0,6
1,0,1,5.66294153627067
0,2,0,6
1,0,1,3.47839668312943
1,1,0,6
0,2,2,2.98850579076594
1,0,0,6
0,2,0,6
1,0,0,6
0,2,0,6
1,0,0,6
0,2,2,4.30868944872014
1,1,1,1.73021412971743
1,0,1,3.15537352590056
0,1,2,2.71595682337852
1,1,0,6
0,1,2,0.014282161838798
1,1,1,4.12791179731216
1,1,0,6
0,1,0,6
0,1,2,4.1457620921967
1,0,0,6
1,0,2,0.222585962354756
1,0,0,6
1,1,1,2.20925339027506
1,1,2,0.937035084126005
0,1,2,3.37869604957931
1,1,2,1.19331148246024
0,2,2,2.39374201526529
0,1,2,3.12969658318435
0,2,0,6
1,1,0,6
1,0,0,6
0,2,1,0.703424078778933
1,1,2,3.01555637606898
0,1,0,6
1,1,0,6
1,1,0,6
1,1,2,3.07913550091654
1,0,1,1.53821581321706
0,1,0,6
0,2,0,6
1,1,2,2.37681818175318
0,2,2,1.84771654179016
1,0,0,6
0,1,1,0.150931550198467
0,2,2,3.36342451030829
0,1,0,6
0,1,2,5.15389297295206
1,1,0,6
0,1,1,0.835161766068098
0,2,0,6
1,1,1,2.04488087938805
0,1,0,6
1,0,0,6
1,1,0,6
1,0,0,6
1,0,0,6
0,2,2,4.79035137872642
0,1,2,4.65089563140316
0,1,2,0.482503600022345
0,2,2,3.69877700070663
0,2,0,6
0,2,0,6
1,1,0,6
0,2,1,2.08409251321603
1,1,0,6
1,1,0,6
0,2,2,4.28426633576917
1,0,1,0.692097012667745
0,2,0,6
0,1,2,1.22911316977667
1,0,0,6
0,1,0,6
1,1,2,3.18378635756073
1,0,1,4.7748747351732
0,2,0,6
0,2,0,6
1,0,1,2.53320092459245
1,1,2,1.59933788494529
1,0,0,6
1,1,0,6
0,1,0,6
0,2,0,6
1,0,2,4.18809690302762
0,2,2,3.60163742407858
0,1,2,3.49882143074263
1,0,2,1.23130409623026
1,0,1,1.43497399120204
1,0,1,5.79535427495039
1,1,0,6
0,2,2,2.51439049870311
1,0,0,6
0,2,1,1.6010830022481
0,2,2,1.28890301889462
1,1,1,4.02785012711943
1,1,2,4.86428129665915
0,2,0,6
0,1,0,6
1,1,0,6
1,1,0,6
1,0,0,6
0,1,0,6
0,1,1,3.63059808528195
1,1,2,0.255130915134693
0,1,0,6
0,2,0,6
1,1,0,6
1,1,1,3.30009138476423
0,2,0,6
0,1,0,6
1,1,0,6
1,1,1,0.608538766631245
0,1,0,6
0,1,0,6
0,2,1,0.4334267808228
0,1,2,1.62465048362341
1,1,1,3.95541463921487
0,1,0,6
1,0,0,6
0,2,0,6
0,1,0,6
0,2,0,6
1,0,0,6
1,0,1,0.772984871373944
0,1,2,2.07937505246648
0,1,1,3.55223262398505
1,1,2,4.57074916262104
1,0,0,6
1,1,0,6
0,2,0,6
1,0,0,6
0,2,2,5.24489982012343
1,1,2,5.35357289255662
0,1,0,6
1,0,0,6
1,1,0,6
0,1,2,4.94581533318242
0,1,1,2.66173073374679
1,1,0,6
0,2,2,4.29027464388747
1,0,0,6
0,1,1,5.8977152785132
0,1,0,6
1,0,2,3.39012247259294
0,2,2,2.31316224890339
1,0,0,6
1,0,0,6
1,1,1,5.07790933283251
1,1,0,6
0,2,0,6
0,2,2,5.22062121633315
1,1,1,1.94431536416474
1,1,0,6
1,1,0,6
0,1,0,6
0,2,0,6
0,2,0,6
0,1,0,6
0,1,0,6
0,2,0,6
1,0,1,1.71568510414586
0,2,1,2.99628974471781
0,1,1,0.0199533694241192
0,2,0,6
1,0,0,6
0,2,0,6
1,0,0,6
0,1,0,6
1,1,0,6
0,2,0,6
1,0,0,6
1,1,0,6
1,1,0,6
1,0,1,2.97232025523567
1,1,2,4.16960692887981
1,1,1,2.16124610397881
0,1,0,6
1,1,2,0.0853373606456118
0,2,0,6
0,2,0,6
1,1,0,6
1,0,0,6
1,1,2,2.75817233798563
0,1,1,0.604618646913474
1,1,2,1.19256555766358
1,1,0,6
0,2,2,1.01111140742241
1,1,0,6
1,1,0,6
0,2,0,6
1,0,1,5.77167201176797
1,0,2,2.68826634014299
0,2,1,2.53470481804309
1,1,0,6
1,0,0,6
0,1,0,6
1,1,1,0.705087311731477
0,1,0,6
0,1,0,6
0,1,1,0.317892962441614
1,0,0,6
0,2,2,4.95337959969452
0,1,1,2.81913992970326
1,1,1,4.85129640604928
0,2,0,6
1,0,0,6
1,1,1,1.90745890321355
0,2,2,3.20291815925204
0,2,2,4.87752024461189
1,0,0,6
0,1,0,6
1,0,0,6
0,1,0,6
0,2,1,0.997467122836162
0,1,0,6
0,1,0,6
1,1,0,6
0,1,2,3.00978274905814
0,2,0,6
0,2,2,4.2809587642609
1,0,0,6
1,0,0,6
1,0,0,6
0,1,0,6
0,2,2,4.27140145087908
1,1,2,0.210600281641931
1,0,1,1.93678989388556
1,0,2,3.21853089840846
1,1,2,4.34483674234203
1,0,1,5.10239164986069
0,2,1,5.75369494854362
1,0,0,6
0,1,0,6
1,0,1,1.23725120600688
1,0,0,6
0,2,0,6
1,1,2,4.69352409638686
1,1,0,6
1,1,0,6
1,1,0,6
0,2,2,5.55536878602494
1,1,0,6
1,1,0,6
0,1,0,6
1,0,0,6
0,2,0,6
1,0,0,6
0,1,1,0.290851575221227
1,0,1,1.98256793341898
0,2,1,1.51032524530974
0,2,0,6
0,1,0,6
1,1,2,1.80136411017361
1,1,0,6
1,1,0,6
1,1,0,6
0,1,0,6
1,0,0,6
0,1,0,6
0,2,0,6
0,1,1,5.25827621561708
1,1,1,5.14681788191927
0,2,0,6
0,1,0,6
0,2,2,5.05930496927749
1,1,2,2.22334321803083
0,1,0,6
0,2,0,6
0,2,2,1.4109213572046
1,0,1,0.875235652780103
0,2,0,6
0,2,0,6
1,0,0,6
0,2,0,6
1,1,0,6
1,0,2,0.82908353700583
0,1,2,5.73926287336789
0,1,1,1.66395024070861
0,1,0,6
0,1,2,3.57032730086729
0,2,2,0.893205934140893
1,0,0,6
1,1,2,1.67058523567087
0,1,0,6
1,0,0,6
0,2,2,3.25896158566896
0,2,0,6
0,1,1,1.08535657203796
0,2,0,6
0,2,0,6
1,0,0,6
0,1,0,6
1,1,0,6
1,1,0,6
0,1,0,6
0,2,0,6
0,2,0,6
1,0,0,6
1,1,1,2.27680335826913
1,0,1,3.89582648383147
1,1,0,6
1,0,0,6
1,0,1,3.10945683283567
0,2,0,6
1,0,1,4.72423548845792
0,2,0,6
1,1,0,6
0,1,0,6
0,1,0,6
0,2,0,6
0,1,1,0.217317923483137
1,0,0,6
1,0,0,6
1,1,2,2.22613282757206
1,1,0,6
0,1,0,6
1,0,0,6
1,1,0,6
0,1,2,4.62031973735815
0,1,2,3.80860544768367
1,1,0,6
1,0,2,4.8465662056046
1,1,0,6
1,1,0,6
1,0,1,2.76254997156603
1,0,1,2.06532265364841
1,0,0,6
1,0,0,6
1,0,1,4.36555982939325
0,1,1,5.15284240008959
0,2,0,6
1,0,2,3.41777863460636
0,2,0,6
0,1,1,3.76473805810778
1,0,1,5.53957281137793
0,1,0,6
0,1,0,6
1,1,0,6
0,2,0,6
0,1,2,5.31853472217003
1,1,0,6
1,1,2,1.10015532853651
0,1,0,6
1,0,2,0.0918583198305081
0,1,2,4.76395958834377
1,1,2,2.96330486739826
0,1,2,2.73586481497828
0,1,1,5.33003441592636
1,0,0,6
0,1,2,3.54604830619638
1,0,1,3.44233368364303
0,2,2,5.01184079133
0,1,0,6
1,0,0,6
1,0,0,6
0,1,1,0.481222797447705
1,0,2,2.75467956474291
0,1,0,6
0,1,0,6
1,1,1,2.0421268523845
0,2,0,6
1,1,0,6
0,2,0,6
1,1,0,6
0,1,0,6
0,2,2,0.850485193090755
0,2,0,6
0,2,1,3.8203962834444
0,2,0,6
0,1,0,6
0,2,2,5.35622243247893
1,0,1,1.58702913033435
1,1,1,4.35827130932394
0,1,0,6
0,1,2,1.23505972576956
0,2,2,5.82099941359619
1,0,0,6
0,1,1,2.18245220468777
0,1,1,4.41190432819686
0,2,0,6
0,2,2,0.826465417424878
0,2,0,6
0,2,0,6
0,2,2,5.25450359638276
1,1,2,0.323451702528009
0,1,2,5.37669086257821
1,0,0,6
0,2,2,2.1192857648528
1,1,0,6
0,2,0,6
0,1,0,6
0,1,2,1.3485123634963
0,2,2,4.67548307091931
1,0,0,6
0,2,2,3.03664217978501
1,1,0,6
0,1,0,6
1,1,2,3.19156627420784
0,2,0,6
0,2,1,3.43982569998783
1,1,1,4.00547554933335
0,2,2,1.03761211958912
0,1,0,6
1,1,0,6
0,1,0,6
1,0,1,4.38107243167647
0,2,0,6
1,0,0,6
0,2,0,6
0,1,2,3.87621285494185
0,1,0,6
0,2,0,6
0,1,0,6
1,0,1,2.08888338673062
0,1,0,6
1,1,0,6
0,2,0,6
0,1,0,6
1,1,0,6
0,2,0,6
1,0,0,6
1,1,2,5.13720379406878
0,2,2,5.2256462106851
1,0,1,4.92511575830917
0,1,0,6
1,1,0,6
0,2,2,3.90674131816937
0,2,0,6
0,1,0,6
0,2,2,0.166278758627573
0,2,0,6
0,1,0,6
1,0,1,4.36587645087463
1,1,0,6
0,2,2,2.92684038819591
1,1,0,6
1,0,1,1.81038277126747
0,1,0,6
0,2,0,6
0,2,0,6
1,0,0,6
1,1,0,6
1,1,0,6
0,2,0,6
1,0,1,1.0337691956237
0,2,0,6
0,1,0,6
0,1,0,6
1,0,0,6
0,2,0,6
1,1,1,5.31806522216856
1,1,0,6
1,0,0,6
1,1,1,0.847630562685525
1,0,1,5.85432028141994
0,1,0,6
0,2,0,6
0,1,0,6
1,0,1,3.8232287751953
1,0,1,1.60894352009107
0,2,0,6
1,0,0,6
1,0,0,6
0,2,0,6
1,1,0,6
1,1,1,5.0111909488028
0,2,0,6
1,1,0,6
1,1,2,5.49027935063271
0,1,2,4.21285656614041
1,0,0,6
1,0,0,6
1,0,0,6
1,0,0,6
0,2,0,6
1,0,2,1.54241594007473
1,0,1,2.32521792122657
0,2,2,4.20466039629168
1,0,0,6
1,1,0,6
1,0,0,6
0,1,1,0.442072057938003
0,1,0,6
1,0,0,6
1,1,0,6
1,0,0,6
0,2,0,6
1,1,2,1.73213610521067
1,0,2,2.92778134161285
1,1,0,6
1,0,0,6
0,2,2,2.43717035936096
0,2,2,0.0984428281367652
0,2,2,0.638828504115252
1,1,0,6
0,1,1,5.97957790247748
0,2,2,2.80328464026335
1,0,0,6
0,1,0,6
0,2,2,0.863873578410421
0,1,1,0.581027459711826
1,0,0,6
1,0,1,5.55382833130408
1,0,0,6
0,1,2,0.0353634888141133
1,1,1,2.05136336175149
1,1,1,3.57720183330152
1,0,0,6
0,1,0,6
1,1,0,6
1,1,0,6
0,1,2,2.99743830814836
1,1,1,2.26492136986114
0,1,0,6
1,0,0,6
0,2,0,6
1,0,1,1.53191524830787
0,2,2,3.22315765545327
0,2,2,2.721568813329
0,2,2,2.28890500015692
0,1,1,3.94903438938597
0,2,0,6
0,2,0,6
1,1,0,6
0,2,0,6
0,1,0,6
1,1,2,3.73048437558571
1,1,0,6
1,1,1,2.15665696110721
0,2,2,5.31467193630601
1,0,0,6
0,1,2,5.91781244345947
1,1,1,0.379644990335509
0,2,2,5.81634714329182
0,2,2,4.69717950139028
1,1,2,2.03294589674191
1,1,0,6
1,0,1,3.43486965095919
0,2,0,6
1,1,0,6
0,1,0,6
1,1,2,3.6070570342691
0,1,0,6
0,2,2,0.485761888882546
0,1,2,1.13372721740448
0,2,0,6
1,1,0,6
1,1,2,2.58617413126947
0,2,0,6
1,0,2,4.1230359724071
0,1,0,6
1,0,0,6
0,2,1,2.57968189769466
0,2,0,6
0,1,1,5.78590325669961
0,1,0,6
0,1,0,6
1,0,1,3.05143421725153
1,1,0,6
1,0,0,6
0,2,0,6
0,2,0,6
1,1,2,2.7239636075604
0,1,2,4.42135091025643
1,0,0,6
1,1,2,0.6351374850006
1,1,1,2.74980282718208
0,2,2,1.90736347569281
0,2,0,6
0,1,0,6
1,0,0,6
0,2,0,6
0,1,0,6
0,2,0,6
1,0,1,1.89772794381376
1,0,0,6
0,1,0,6
1,1,0,6
1,0,0,6
0,1,1,1.81889790058653
0,2,1,2.32631876092195
1,1,0,6
1,1,0,6
1,1,0,6
1,0,0,6
0,1,2,3.91434102285463
0,2,1,0.15750795839634
0,2,2,0.966121430223027
1,0,1,3.65801361332593
1,0,0,6
1,1,1,3.46173046005722
1,0,0,6
0,1,0,6
0,1,0,6
0,2,0,6
0,1,0,6
1,1,1,4.60869627549216
1,1,1,1.68459627151494
1,1,2,3.39684435782225
0,1,0,6
0,1,2,0.703456879154614
1,1,0,6
0,1,0,6
0,1,2,3.63998681231605
0,1,2,4.6748248310746
1,1,0,6
1,0,0,6
1,1,0,6
0,1,2,3.83804197360221
1,1,0,6
1,0,0,6
1,0,2,2.34916633741028
0,1,1,0.406397808746325
0,2,2,1.69146227653182
1,1,0,6
1,1,1,3.2669581352523
0,2,0,6
1,0,0,6
1,1,2,1.01506654001011
0,1,0,6
1,0,0,6
1,0,1,4.16680628311765
0,2,2,0.944884192069893
1,1,2,1.30055998238105
0,1,2,4.64688300098149
0,1,0,6
1,0,0,6
0,2,0,6
0,1,0,6
1,0,1,1.08958963238935
1,0,1,4.811280011322
0,1,1,3.07715713902267
0,1,0,6
1,1,0,6
1,0,0,6
1,1,2,0.139984732284845
0,1,1,4.76690985171004
1,1,2,4.34511677152096
1,0,0,6
1,0,0,6
0,2,2,4.41565294313233
1,0,0,6
0,1,0,6
1,1,1,1.00221206155777
1,1,2,5.69316733673717
0,2,0,6
1,1,0,6
1,0,1,5.72802800946674
1,1,1,4.61504326805688
1,0,0,6
0,2,2,0.707299651040756
0,1,2,5.3605789098796
0,1,0,6
0,1,2,2.51357341916079
1,0,1,4.64604048900572
1,1,0,6
0,2,0,6
1,1,2,1.72859084462849
1,1,0,6
0,1,0,6
0,2,0,6
0,1,1,1.95851725805882
0,1,0,6
1,0,2,3.20308280541193
0,2,0,6
0,1,1,2.89985209411438
0,2,2,3.22868284318118
0,1,0,6
0,1,1,1.27231496344024
1,0,0,6
0,2,0,6
1,0,0,6
1,0,0,6
0,2,2,5.94331980662432
1,0,1,2.44000534469544
0,1,0,6
1,1,0,6
0,1,0,6
0,1,0,6
1,0,0,6
1,1,0,6
0,2,2,1.12722395662418
0,1,0,6
1,1,0,6
1,1,2,4.22325998202508
1,0,0,6
1,1,1,5.3557921598561
1,0,0,6
0,1,0,6
1,0,1,3.53837326550313
0,1,0,6
0,2,2,3.46898424274567
1,1,1,5.51886602146128
0,1,0,6
1,1,2,3.99826140519102
1,1,0,6
1,1,1,0.843583512707933
0,2,0,6
1,1,0,6
0,1,1,0.462300972833174
1,0,0,6
1,0,0,6
1,0,0,6
0,2,2,4.61526859001111
1,1,1,2.59864662282832
0,1,1,2.6364543899511
1,0,1,5.87214113978805
1,1,2,3.49649925612242
0,2,2,5.88440255257157
1,1,0,6
1,1,1,0.876303189395909
0,2,0,6
1,1,1,5.45458952394701
0,2,2,0.321707325241759
1,0,1,1.77084110819626
1,0,0,6
0,1,0,6
0,2,2,4.90482335212471
0,2,0,6
0,2,2,2.28871026310351
1,0,1,1.40219185431885
1,1,1,3.23588029364641
1,0,1,1.47321393184049
0,2,1,3.31589153882622
1,0,0,6
1,1,0,6
0,2,2,5.78704426670071
1,0,0,6
